5.383114337921142578e+00 4.846649169921875000e-01
2.169425010681152344e+00 -8.850755691528320312e-01
6.177513599395751953e+00 -1.724433898925781250e-01
4.796315193176269531e+00 -1.778683662414550781e+00
2.186963856220245361e-01 8.512001037597656250e-01
5.210465431213378906e+00 1.666646957397460938e+00
1.795107722282409668e+00 -4.458227157592773438e-01
1.586509197950363159e-01 2.023591995239257812e+00
1.122136950492858887e+00 -2.879110336303710938e+00
6.245276451110839844e+00 -6.516551971435546875e-01
3.970829486846923828e+00 -1.085376739501953125e-02
3.631901741027832031e+00 1.861415863037109375e+00
4.601328849792480469e+00 3.968248367309570312e-01
2.583836317062377930e-01 -1.357669830322265625e-01
7.161585986614227295e-02 2.305656433105468750e+00
2.039855957031250000e+00 -2.375471591949462891e+00
5.649545669555664062e+00 9.920578002929687500e-01
4.194619178771972656e+00 -7.496337890625000000e-01
9.909059405326843262e-01 6.419610977172851562e-01
1.277258515357971191e+00 -1.036205291748046875e+00
4.309796810150146484e+00 9.723939895629882812e-01
6.406100392341613770e-01 6.233825683593750000e-01
3.572682619094848633e+00 -1.006917953491210938e+00
5.218456745147705078e+00 1.400241851806640625e-01
2.080929517745971680e+00 -4.320945739746093750e-01
4.858202457427978516e+00 3.537673950195312500e-01
4.158173084259033203e+00 -1.925640106201171875e+00
2.162725448608398438e+00 -7.238883972167968750e-01
1.264558911323547363e+00 7.413091659545898438e-01
2.882593393325805664e+00 6.068983078002929688e-01
1.706634998321533203e+00 -7.010211944580078125e-01
3.130266904830932617e+00 1.155662536621093750e-02
7.518165111541748047e-01 3.073568344116210938e+00
3.645862340927124023e+00 -4.170188903808593750e-01
3.824367761611938477e+00 -2.247491836547851562e+00
1.781824350357055664e+00 -1.738632202148437500e+00
3.294484853744506836e+00 4.190721511840820312e-01
4.063839912414550781e+00 -5.012168884277343750e-01
4.750313282012939453e+00 5.013580322265625000e-01
3.977459430694580078e+00 -1.179046630859375000e-01
9.410541653633117676e-01 2.294237136840820312e+00
4.125138282775878906e+00 -2.805057525634765625e+00
5.398911476135253906e+00 1.977424621582031250e+00
1.754195451736450195e+00 -5.705184936523437500e-01
5.887505531311035156e+00 2.086915969848632812e+00
1.907842993736267090e+00 2.098812103271484375e+00
1.211349010467529297e+00 -1.110336303710937500e+00
3.038468837738037109e+00 4.241266250610351562e-01
3.928783416748046875e+00 -9.522323608398437500e-01
2.301071882247924805e+00 2.150856018066406250e+00
2.271702289581298828e+00 2.646493911743164062e-01
1.133539557456970215e+00 -2.605962753295898438e+00
5.008046627044677734e-01 4.327430725097656250e-01
1.594546914100646973e+00 -1.025663375854492188e+00
1.936592698097229004e+00 1.706287384033203125e+00
4.705526828765869141e+00 -1.902748107910156250e+00
2.308616876602172852e+00 -1.847286224365234375e-01
8.554853200912475586e-01 1.708193778991699219e+00
7.794547677040100098e-01 1.963176727294921875e-01
5.528643131256103516e+00 2.100770950317382812e+00
6.042640209197998047e+00 1.742201805114746094e+00
8.015214800834655762e-01 5.395975112915039062e-01
3.889788627624511719e+00 -5.942773818969726562e-01
2.280414551496505737e-01 4.566097259521484375e-02
3.213314533233642578e+00 -4.509344100952148438e-01
4.107324123382568359e+00 -1.006363868713378906e+00
1.876007676124572754e+00 -4.667425155639648438e-01
5.169346928596496582e-01 1.093025207519531250e-01
4.885822296142578125e+00 7.041130065917968750e-01
7.622544169425964355e-01 9.657669067382812500e-01
5.897190093994140625e+00 -1.931971549987792969e+00
5.623566627502441406e+00 -8.310794830322265625e-02
2.805419206619262695e+00 -2.566640377044677734e+00
2.132352113723754883e+00 -9.066944122314453125e-01
4.337517261505126953e+00 -4.252223968505859375e-01
1.162725210189819336e+00 7.099428176879882812e-01
2.887620687484741211e+00 1.810979843139648438e-01
4.058109760284423828e+00 -6.085252761840820312e-01
4.316731929779052734e+00 2.315292358398437500e-01
4.222753524780273438e+00 1.940727233886718750e+00
4.428933143615722656e+00 4.398612976074218750e-01
1.139991164207458496e+00 -2.625846862792968750e-02
5.086821079254150391e+00 -2.915564537048339844e+00
5.246362209320068359e+00 6.993398666381835938e-01
4.026145458221435547e+00 -5.783691406250000000e-01
2.623245000839233398e+00 6.218833923339843750e-01
8.720104098320007324e-01 1.956703186035156250e+00
1.415436983108520508e+00 -2.691314220428466797e+00
2.513653516769409180e+00 1.874986648559570312e+00
4.637660503387451172e+00 3.031053543090820312e-01
4.492725849151611328e+00 -3.043594360351562500e+00
4.013016700744628906e+00 -9.829854965209960938e-01
2.077346801757812500e+00 2.421650886535644531e+00
1.951162934303283691e+00 1.861766815185546875e+00
2.376224040985107422e+00 2.552024841308593750e+00
5.997432231903076172e+00 -2.914243698120117188e+00
1.530213356018066406e-01 -3.899946212768554688e-01
5.882194042205810547e+00 -7.528057098388671875e-01
3.230917453765869141e+00 8.547840118408203125e-01
3.980219662189483643e-01 -3.881654739379882812e-01
1.387790918350219727e+00 3.957443237304687500e-01
3.398869752883911133e+00 -2.008450031280517578e+00
4.347285330295562744e-01 2.671596527099609375e+00
1.152334570884704590e+00 -1.487636566162109375e+00
5.087228775024414062e+00 -1.104627609252929688e+00
1.830482602119445801e+00 1.666446685791015625e+00
1.380992054939270020e+00 4.531660079956054688e-01
5.913091897964477539e-01 -3.076354026794433594e+00
3.575613021850585938e+00 -2.637913227081298828e+00
1.865419559180736542e-02 1.851928710937500000e+00
2.519529759883880615e-01 -2.483516693115234375e+00
1.433387875556945801e+00 1.046838760375976562e-01
2.629936456680297852e+00 -1.626216888427734375e+00
2.211904525756835938e+00 4.185047149658203125e-01
1.917859196662902832e+00 1.464246749877929688e+00
2.493349075317382812e+00 -2.467906475067138672e+00
3.709080442786216736e-02 -3.052196502685546875e-01
5.529547691345214844e+00 -1.014354705810546875e+00
2.203261613845825195e+00 -2.469262123107910156e+00
1.001368880271911621e+00 -1.222620010375976562e-01
5.667788028717041016e+00 2.050724983215332031e+00
5.653431415557861328e+00 2.221393585205078125e-01
3.281851530075073242e+00 -1.213138580322265625e+00
5.265833854675292969e+00 3.035631179809570312e-01
3.483364731073379517e-02 -8.648691177368164062e-01
6.072357177734375000e+00 -7.814903259277343750e-01
1.571327805519104004e+00 2.278369903564453125e+00
4.875776767730712891e+00 3.672351837158203125e-01
5.962643146514892578e+00 2.412630081176757812e+00
2.696780204772949219e+00 7.387752532958984375e-01
4.804280757904052734e+00 -2.057816982269287109e+00
2.145645141601562500e+00 1.897151947021484375e+00
2.167693614959716797e+00 2.841695785522460938e+00
4.293866157531738281e+00 -1.120833396911621094e+00
2.146171331405639648e+00 -1.653242111206054688e-01
5.710772991180419922e+00 7.603502273559570312e-01
5.838978767395019531e+00 3.597984313964843750e-01
5.572187423706054688e+00 3.067264556884765625e-01
4.522561073303222656e+00 9.152812957763671875e-01
2.144898414611816406e+00 2.643033981323242188e+00
4.436923027038574219e+00 -1.952876091003417969e+00
2.032448291778564453e+00 -5.309972763061523438e-01
5.174837112426757812e-01 -1.590251922607421875e+00
2.561159610748291016e+00 2.369012832641601562e-01
2.355008840560913086e+00 2.500535964965820312e+00
5.124444961547851562e+00 4.314088821411132812e-01
6.190605163574218750e-01 -2.100006103515625000e+00
2.558317422866821289e+00 4.154443740844726562e-01
5.288594722747802734e+00 -1.987075805664062500e-01
5.968503952026367188e+00 -3.977813720703125000e-01
5.128362178802490234e+00 -2.121171951293945312e+00
3.759230613708496094e+00 -6.145534515380859375e-01
1.561626553535461426e+00 -5.836067199707031250e-01
4.131208419799804688e+00 -2.182261943817138672e+00
3.095525026321411133e+00 -2.112348079681396484e+00
4.086335182189941406e+00 -8.451929092407226562e-01
2.345659732818603516e+00 3.109434127807617188e+00
3.994383573532104492e+00 -3.417625427246093750e-01
5.054721236228942871e-01 1.401882171630859375e-01
5.758863449096679688e+00 -3.791561126708984375e-01
4.357961177825927734e+00 1.353254318237304688e+00
1.632408380508422852e+00 1.915474891662597656e+00
3.742581367492675781e+00 1.625690460205078125e-01
1.941305518150329590e+00 1.756349563598632812e+00
5.540896892547607422e+00 -6.079063415527343750e-01
4.495867192745208740e-01 7.928581237792968750e-01
3.911496400833129883e+00 2.149271965026855469e+00
2.396833181381225586e+00 1.909103393554687500e-01
1.985804080963134766e+00 -5.066823959350585938e-01
4.663271903991699219e+00 6.963205337524414062e-01
7.029047608375549316e-02 1.610420227050781250e+00
1.421508550643920898e+00 -1.920267105102539062e+00
9.920953512191772461e-01 -1.159733772277832031e+00
5.960925102233886719e+00 2.499903678894042969e+00
3.677317619323730469e+00 -2.000710964202880859e+00
5.306284427642822266e+00 -9.803924560546875000e-01
3.502983093261718750e+00 -2.034027576446533203e+00
2.594055891036987305e+00 -1.245508193969726562e-01
3.378646373748779297e+00 -2.500328063964843750e+00
4.440570831298828125e+00 8.367443084716796875e-01
4.095919728279113770e-01 -3.748893737792968750e-01
1.145180702209472656e+00 -2.136266231536865234e+00
3.516366481781005859e-01 -2.020330429077148438e+00
8.841617107391357422e-01 1.830335617065429688e+00
3.974475860595703125e+00 1.717084884643554688e+00
6.011340022087097168e-01 -1.885720252990722656e+00
1.244897365570068359e+00 2.347544670104980469e+00
1.117205858230590820e+00 2.433380126953125000e+00
3.012819290161132812e+00 -2.272443771362304688e+00
9.382420182228088379e-01 -1.919019699096679688e+00
3.745512008666992188e+00 3.144836425781250000e-02
8.786193728446960449e-01 2.314039230346679688e+00
4.648408889770507812e+00 -5.985698699951171875e-01
4.685013771057128906e+00 -1.970038414001464844e+00
4.376708507537841797e+00 -9.651565551757812500e-02
2.974573135375976562e+00 -1.901874542236328125e-01
5.546555995941162109e+00 9.379940032958984375e-01
5.666695833206176758e-01 8.532695770263671875e-01
5.689547538757324219e+00 -6.025199890136718750e-01
2.118557453155517578e+00 5.900611877441406250e-01
5.603972911834716797e+00 -1.483661651611328125e+00
1.577003479003906250e+00 -1.870764732360839844e+00
5.971154212951660156e+00 1.425636291503906250e+00
2.763732433319091797e+00 -2.877835273742675781e+00
